CustomerEmail,First Name,Last Name,Phone,Region,Registration Date,OptOut
customer669@gmail.com,Müller,Garcia,+81-3-1234-5678,us,2020-01-11,1
customer430@yahoo.com,O'Brien,Martínez,555.123.4567,Asia,2020-01-12,0
customer726@gmail.com,John,Díaz,5551234567,europe,2020-01-12,1
customer688@yahoo.com,Jane,López,invalid-phone,N/A,2020-01-12,0
customer686@company.com,Mike,González,020 7946 0958,Europe,2020-01-12,0
customer657@gmail.com,Sarah,Wang,,US,2020-01-12,0
customer323@company.com,Alex,Kim,555.123.4567,EU,2020-01-12,0
customer672@gmail.com,Chris,Mensah,+81-3-1234-5678,EU,2020-01-13,0
customer638@company.com,Ama,Asante,+81-3-1234-5678,Asia Pacific,2020-01-13,0
customer419@company.com,Kofi,Boateng,,N/A,2020-01-13,0
customer593@company.com,Evans,Smith,invalid-phone,us,2020-01-13,0
customer484@yahoo.com,Abena,Johnson,+81-3-1234-5678,Europe,2020-01-13,1
customer658@yahoo.com,Kwame,Williams,+1 (555) 123-4567,europe,2020-01-13,1
customer750@gmail.com,Akosua,Brown,+44 20 7946 0958,eu,2020-01-14,1
customer411@gmail.com,Yaw,Jones,,europe,2020-01-14,0
customer83@company.com,Maria,Garcia,+44 20 7946 0958,EMEA,2020-01-14,0
customer112@yahoo.com,José,Martínez,invalid-phone,united states,2020-01-14,0
customer736@yahoo.com,André,Díaz,5551234567,US,2020-01-14,0
customer331@yahoo.com,Léa,López,,us,2020-01-14,0
customer377@company.com,François,González,5551234567,eu,2020-01-15,0
customer754@yahoo.com,Müller,Wang,+1 (555) 123-4567,USA,2020-01-15,0
customer654@gmail.com,O'Brien,Kim,+44 20 7946 0958,europe,2020-01-15,0
customer40@yahoo.com,John,Mensah,+81-3-1234-5678,AP,2020-01-15,1
customer769@yahoo.com,Jane,Asante,,USA,2020-01-15,0
customer796@yahoo.com,Mike,Boateng,+44 20 7946 0958,N/A,2020-01-15,1
customer104@company.com,Sarah,Smith,+44 20 7946 0958,Asia,2020-01-16,0
customer201@gmail.com,Alex,Johnson,020 7946 0958,apac,2020-01-16,0
customer449@company.com,Chris,Williams,+44 20 7946 0958,Europe,2020-01-16,0
customer265@yahoo.com,Ama,Brown,invalid-phone,apac,2020-01-16,0
customer209@company.com,Kofi,Jones,555.123.4567,EMEA,2020-01-16,0
customer562@yahoo.com,Evans,Garcia,020 7946 0958,eu,2020-01-16,0
customer117@gmail.com,Abena,Martínez,+81-3-1234-5678,North America,2020-01-17,0
customer712@yahoo.com,Kwame,Díaz,invalid-phone,N/A,2020-01-17,0
customer376@yahoo.com,Akosua,López,invalid-phone,Europe,2020-01-17,0
customer550@yahoo.com,Yaw,González,5551234567,N/A,2020-01-17,1
customer539@company.com,Maria,Wang,5551234567,Asia,2020-01-17,0
customer770@company.com,José,Kim,555.123.4567,USA,2020-01-17,0
customer83@company.com,André,Mensah,020 7946 0958,AP,2020-01-18,0
customer453@gmail.com,Léa,Asante,,europe,2020-01-18,0
customer666@gmail.com,François,Boateng,020 7946 0958,united states,2020-01-18,0
customer628@yahoo.com,Müller,Smith,,united states,2020-01-18,0
customer513@gmail.com,O'Brien,Johnson,020 7946 0958,Europe,2020-01-18,1
customer604@yahoo.com,John,Williams,020 7946 0958,united states,2020-01-18,0
customer677@company.com,Jane,Brown,,eu,2020-01-19,1
customer386@company.com,Mike,Jones,555.123.4567,,2020-01-19,1
customer349@yahoo.com,Sarah,Garcia,+44 20 7946 0958,USA,2020-01-19,0
customer295@yahoo.com,Alex,Martínez,5551234567,Europe,2020-01-19,0
customer257@company.com,Chris,Díaz,020 7946 0958,USA,2020-01-19,1
customer80@company.com,Ama,López,555.123.4567,united states,2020-01-19,0
customer267@gmail.com,Kofi,González,,Asia Pacific,2020-01-20,0
customer418@yahoo.com,Evans,Wang,020 7946 0958,APAC,2020-01-20,1
customer234@gmail.com,Abena,Kim,555.123.4567,AP,2020-01-20,0
customer310@yahoo.com,Kwame,Mensah,+44 20 7946 0958,US,2020-01-20,0
customer356@company.com,Akosua,Asante,555.123.4567,North America,2020-01-20,0
customer212@company.com,Yaw,Boateng,020 7946 0958,APAC,2020-01-20,0
customer573@gmail.com,Maria,Smith,+1 (555) 123-4567,Europe,2020-01-21,0
customer48@gmail.com,José,Johnson,invalid-phone,North America,2020-01-21,0
customer126@gmail.com,André,Williams,+81-3-1234-5678,APAC,2020-01-21,0
customer222@gmail.com,Léa,Brown,+1 (555) 123-4567,EMEA,2020-01-21,0
customer278@company.com,François,Jones,+1 (555) 123-4567,us,2020-01-21,0
customer407@company.com,Müller,Garcia,5551234567,us,2020-01-21,0
customer504@gmail.com,O'Brien,Martínez,5551234567,,2020-01-22,0
customer293@company.com,John,Díaz,5551234567,APAC,2020-01-22,0
customer795@gmail.com,Jane,López,555.123.4567,apac,2020-01-22,0
customer276@gmail.com,Mike,González,,US,2020-01-22,0
customer437@company.com,Sarah,Wang,,USA,2020-01-22,0
customer106@yahoo.com,Alex,Kim,020 7946 0958,North America,2020-01-22,1
customer657@gmail.com,Chris,Mensah,+81-3-1234-5678,,2020-01-23,0
customer419@company.com,Ama,Asante,+1 (555) 123-4567,North America,2020-01-23,0
customer610@yahoo.com,Kofi,Boateng,,,2020-01-23,0
customer428@company.com,Evans,Smith,555.123.4567,europe,2020-01-23,0
customer374@company.com,Abena,Johnson,555.123.4567,US,2020-01-23,0
customer72@gmail.com,Kwame,Williams,+1 (555) 123-4567,,2020-01-23,0
customer633@gmail.com,Akosua,Brown,5551234567,us,2020-01-24,0
customer29@company.com,Yaw,Jones,020 7946 0958,North America,2020-01-24,0
customer187@yahoo.com,Maria,Garcia,,US,2020-01-24,0
customer363@gmail.com,José,Martínez,,eu,2020-01-24,0
customer799@yahoo.com,André,Díaz,+1 (555) 123-4567,Asia,2020-01-24,0
customer450@gmail.com,Léa,López,+44 20 7946 0958,apac,2020-01-24,0
customer194@company.com,François,González,invalid-phone,EU,2020-01-25,0
customer155@company.com,Müller,Wang,020 7946 0958,Europe,2020-01-25,0
customer171@gmail.com,O'Brien,Kim,5551234567,North America,2020-01-25,0
customer40@yahoo.com,John,Mensah,+81-3-1234-5678,united states,2020-01-25,0
customer62@company.com,Jane,Asante,5551234567,North America,2020-01-25,0
customer22@yahoo.com,Mike,Boateng,+81-3-1234-5678,Europe,2020-01-25,0
customer359@company.com,Sarah,Smith,020 7946 0958,Asia Pacific,2020-01-26,0
customer74@company.com,Alex,Johnson,+1 (555) 123-4567,us,2020-01-26,0
customer559@yahoo.com,Chris,Williams,+1 (555) 123-4567,eu,2020-01-26,0
customer671@company.com,Ama,Brown,020 7946 0958,united states,2020-01-26,1
customer117@gmail.com,Kofi,Jones,invalid-phone,US,2020-01-26,0
customer611@company.com,Evans,Garcia,+1 (555) 123-4567,N/A,2020-01-26,0
customer379@yahoo.com,Abena,Martínez,+81-3-1234-5678,North America,2020-01-27,0
customer678@gmail.com,Kwame,Díaz,+81-3-1234-5678,europe,2020-01-27,0
customer289@yahoo.com,Akosua,López,5551234567,AP,2020-01-27,0
customer439@yahoo.com,Yaw,González,+1 (555) 123-4567,united states,2020-01-27,0
customer667@yahoo.com,Maria,Wang,555.123.4567,,2020-01-27,0
customer6@gmail.com,José,Kim,,USA,2020-01-27,1
customer195@gmail.com,André,Mensah,+1 (555) 123-4567,EMEA,2020-01-28,0
customer420@gmail.com,Léa,Asante,,US,2020-01-28,1
customer567@gmail.com,François,Boateng,+1 (555) 123-4567,USA,2020-01-28,0
customer192@gmail.com,Müller,Smith,,North America,2020-01-28,0
customer558@gmail.com,O'Brien,Johnson,5551234567,US,2020-01-28,0
customer147@gmail.com,John,Williams,invalid-phone,Europe,2020-01-28,0
customer786@gmail.com,Jane,Brown,+81-3-1234-5678,europe,2020-01-29,0
customer668@company.com,Mike,Jones,invalid-phone,,2020-01-29,0
customer201@gmail.com,Sarah,Garcia,+1 (555) 123-4567,,2020-01-29,0
customer443@company.com,Alex,Martínez,5551234567,EMEA,2020-01-29,0
customer418@yahoo.com,Chris,Díaz,+44 20 7946 0958,united states,2020-01-29,0
customer426@gmail.com,Ama,López,+81-3-1234-5678,EU,2020-01-29,1
customer478@yahoo.com,Kofi,González,+1 (555) 123-4567,europe,2020-01-30,0
customer474@gmail.com,Evans,Wang,+1 (555) 123-4567,Asia,2020-01-30,0
customer125@company.com,Abena,Kim,+1 (555) 123-4567,US,2020-01-30,1
customer394@yahoo.com,Kwame,Mensah,+44 20 7946 0958,Europe,2020-01-30,0
customer575@company.com,Akosua,Asante,020 7946 0958,USA,2020-01-30,0
customer324@gmail.com,Yaw,Boateng,555.123.4567,EMEA,2020-01-30,0
customer391@yahoo.com,Maria,Smith,5551234567,united states,2020-01-31,1
customer687@gmail.com,José,Johnson,555.123.4567,,2020-01-31,0
customer627@gmail.com,André,Williams,+1 (555) 123-4567,Asia,2020-01-31,0
customer439@yahoo.com,Léa,Brown,555.123.4567,,2020-01-31,0
customer203@company.com,François,Jones,+81-3-1234-5678,Asia Pacific,2020-01-31,0
customer485@company.com,Müller,Garcia,,united states,2020-01-31,0
customer30@gmail.com,O'Brien,Martínez,+81-3-1234-5678,,2020-02-01,0
customer387@gmail.com,John,Díaz,+44 20 7946 0958,apac,2020-02-01,0
customer624@gmail.com,Jane,López,invalid-phone,EMEA,2020-02-01,0
customer433@yahoo.com,Mike,González,555.123.4567,APAC,2020-02-01,1
customer375@gmail.com,Sarah,Wang,invalid-phone,USA,2020-02-01,0
customer343@yahoo.com,Alex,Kim,555.123.4567,USA,2020-02-01,0
customer442@yahoo.com,Chris,Mensah,+44 20 7946 0958,europe,2020-02-02,0
customer578@company.com,Ama,Asante,+81-3-1234-5678,,2020-02-02,0
customer74@company.com,Kofi,Boateng,invalid-phone,,2020-02-02,1
customer556@yahoo.com,Evans,Smith,555.123.4567,Asia Pacific,2020-02-02,0
customer771@gmail.com,Abena,Johnson,+1 (555) 123-4567,Asia Pacific,2020-02-02,0
customer665@company.com,Kwame,Williams,+1 (555) 123-4567,North America,2020-02-02,0
customer154@yahoo.com,Akosua,Brown,+81-3-1234-5678,AP,2020-02-03,0
customer429@gmail.com,Yaw,Jones,5551234567,Europe,2020-02-03,0
customer362@company.com,Maria,Garcia,555.123.4567,AP,2020-02-03,0
customer447@gmail.com,José,Martínez,,Europe,2020-02-03,0
customer233@company.com,André,Díaz,+81-3-1234-5678,europe,2020-02-03,1
customer562@yahoo.com,Léa,López,+1 (555) 123-4567,us,2020-02-03,0
customer261@gmail.com,François,González,020 7946 0958,Europe,2020-02-04,0
customer124@yahoo.com,Müller,Wang,020 7946 0958,eu,2020-02-04,0
customer244@yahoo.com,O'Brien,Kim,020 7946 0958,North America,2020-02-04,0
customer541@yahoo.com,John,Mensah,,US,2020-02-04,0
customer484@yahoo.com,Jane,Asante,+81-3-1234-5678,US,2020-02-04,0
customer121@yahoo.com,Mike,Boateng,5551234567,united states,2020-02-04,0
customer124@yahoo.com,Sarah,Smith,invalid-phone,EMEA,2020-02-05,1
customer548@company.com,Alex,Johnson,555.123.4567,Asia Pacific,2020-02-05,0
customer169@yahoo.com,Chris,Williams,+44 20 7946 0958,Europe,2020-02-05,0
customer123@gmail.com,Ama,Brown,,APAC,2020-02-05,0
customer34@yahoo.com,Kofi,Jones,555.123.4567,AP,2020-02-05,0
customer86@company.com,Evans,Garcia,+44 20 7946 0958,apac,2020-02-05,0
customer645@gmail.com,Abena,Martínez,5551234567,US,2020-02-06,0
customer707@company.com,Kwame,Díaz,+44 20 7946 0958,USA,2020-02-06,1
customer785@company.com,Akosua,López,555.123.4567,EU,2020-02-06,1
customer200@company.com,Yaw,González,+81-3-1234-5678,EU,2020-02-06,1
customer368@company.com,Maria,Wang,invalid-phone,EU,2020-02-06,0
customer796@yahoo.com,José,Kim,+1 (555) 123-4567,EMEA,2020-02-06,0
customer76@yahoo.com,André,Mensah,,united states,2020-02-07,0
customer58@yahoo.com,Léa,Asante,invalid-phone,Asia,2020-02-07,1
customer430@yahoo.com,François,Boateng,,North America,2020-02-07,0
customer637@yahoo.com,Müller,Smith,5551234567,USA,2020-02-07,0
customer499@yahoo.com,O'Brien,Johnson,020 7946 0958,united states,2020-02-07,0
customer108@gmail.com,John,Williams,5551234567,eu,2020-02-07,0
customer735@gmail.com,Jane,Brown,555.123.4567,us,2020-02-08,0
customer277@yahoo.com,Mike,Jones,5551234567,EU,2020-02-08,0
customer67@yahoo.com,Sarah,Garcia,,Asia Pacific,2020-02-08,0
customer68@company.com,Alex,Martínez,+1 (555) 123-4567,,2020-02-08,0
customer164@company.com,Chris,Díaz,+81-3-1234-5678,eu,2020-02-08,0
customer488@company.com,Ama,López,5551234567,us,2020-02-08,0
customer304@yahoo.com,Kofi,González,020 7946 0958,North America,2020-02-09,0
customer673@yahoo.com,Evans,Wang,+81-3-1234-5678,N/A,2020-02-09,0
customer364@yahoo.com,Abena,Kim,+44 20 7946 0958,EU,2020-02-09,0
customer378@gmail.com,Kwame,Mensah,5551234567,Asia Pacific,2020-02-09,0
customer342@gmail.com,Akosua,Asante,555.123.4567,us,2020-02-09,0
customer553@yahoo.com,Yaw,Boateng,555.123.4567,Europe,2020-02-09,0
customer353@company.com,Maria,Smith,555.123.4567,europe,2020-02-10,0
customer415@yahoo.com,José,Johnson,invalid-phone,EMEA,2020-02-10,0
customer108@gmail.com,André,Williams,+1 (555) 123-4567,europe,2020-02-10,0
customer562@yahoo.com,Léa,Brown,,united states,2020-02-10,0
customer761@company.com,François,Jones,,Europe,2020-02-10,1
customer496@yahoo.com,Müller,Garcia,020 7946 0958,europe,2020-02-10,0
customer340@yahoo.com,O'Brien,Martínez,+81-3-1234-5678,US,2020-02-11,0
customer382@yahoo.com,John,Díaz,,united states,2020-02-11,0
customer532@yahoo.com,Jane,López,invalid-phone,North America,2020-02-11,1
customer299@company.com,Mike,González,invalid-phone,APAC,2020-02-11,0
customer138@gmail.com,Sarah,Wang,+1 (555) 123-4567,apac,2020-02-11,0
customer358@yahoo.com,Alex,Kim,invalid-phone,,2020-02-11,0
customer498@gmail.com,Chris,Mensah,+44 20 7946 0958,,2020-02-12,0
customer384@gmail.com,Ama,Asante,020 7946 0958,EU,2020-02-12,0
customer603@gmail.com,Kofi,Boateng,,EU,2020-02-12,0
customer279@gmail.com,Evans,Smith,+1 (555) 123-4567,apac,2020-02-12,1
customer636@gmail.com,Abena,Johnson,,Asia,2020-02-12,0
customer482@company.com,Kwame,Williams,5551234567,Asia,2020-02-12,0
customer110@company.com,Akosua,Brown,555.123.4567,USA,2020-02-13,0
customer138@gmail.com,Yaw,Jones,+1 (555) 123-4567,apac,2020-02-13,0
customer434@company.com,Maria,Garcia,+1 (555) 123-4567,APAC,2020-02-13,0
customer508@yahoo.com,José,Martínez,,Asia Pacific,2020-02-13,1
customer272@company.com,André,Díaz,invalid-phone,US,2020-02-13,0
customer98@company.com,Léa,López,,AP,2020-02-13,0
customer763@yahoo.com,François,González,020 7946 0958,EU,2020-02-14,0
customer103@yahoo.com,Müller,Wang,020 7946 0958,eu,2020-02-14,0
customer213@gmail.com,O'Brien,Kim,020 7946 0958,united states,2020-02-14,0
customer760@yahoo.com,John,Mensah,+81-3-1234-5678,united states,2020-02-14,0
customer663@gmail.com,Jane,Asante,+44 20 7946 0958,APAC,2020-02-14,0
customer761@company.com,Mike,Boateng,5551234567,USA,2020-02-14,0
customer786@gmail.com,Sarah,Smith,020 7946 0958,Europe,2020-02-15,0
customer164@company.com,Alex,Johnson,5551234567,EU,2020-02-15,1
customer519@gmail.com,Chris,Williams,+1 (555) 123-4567,europe,2020-02-15,0
customer283@yahoo.com,Ama,Brown,+81-3-1234-5678,eu,2020-02-15,0
customer516@gmail.com,Kofi,Jones,invalid-phone,Asia Pacific,2020-02-15,0
customer656@company.com,Evans,Garcia,,Asia,2020-02-15,0
customer612@gmail.com,Abena,Martínez,5551234567,APAC,2020-02-16,0
customer163@yahoo.com,Kwame,Díaz,5551234567,,2020-02-16,1
customer658@yahoo.com,Akosua,López,+81-3-1234-5678,APAC,2020-02-16,0
customer63@gmail.com,Yaw,González,invalid-phone,North America,2020-02-16,0
customer90@gmail.com,Maria,Wang,020 7946 0958,us,2020-02-16,0
customer116@company.com,José,Kim,+44 20 7946 0958,US,2020-02-16,0
customer266@company.com,André,Mensah,555.123.4567,North America,2020-02-17,0
customer684@gmail.com,Léa,Asante,invalid-phone,apac,2020-02-17,0
customer558@gmail.com,François,Boateng,invalid-phone,EU,2020-02-17,0
customer139@yahoo.com,Müller,Smith,,us,2020-02-17,0
customer245@company.com,O'Brien,Johnson,5551234567,US,2020-02-17,0
customer660@gmail.com,John,Williams,+1 (555) 123-4567,AP,2020-02-17,0
customer757@yahoo.com,Jane,Brown,+44 20 7946 0958,europe,2020-02-18,0
customer394@yahoo.com,Mike,Jones,,Asia Pacific,2020-02-18,0
customer486@gmail.com,Sarah,Garcia,020 7946 0958,US,2020-02-18,1
customer475@yahoo.com,Alex,Martínez,020 7946 0958,US,2020-02-18,0
customer516@gmail.com,Chris,Díaz,invalid-phone,US,2020-02-18,0
customer183@gmail.com,Ama,López,+44 20 7946 0958,,2020-02-18,0
customer19@yahoo.com,Kofi,González,+81-3-1234-5678,,2020-02-19,0
customer557@company.com,Evans,Wang,+44 20 7946 0958,europe,2020-02-19,0
customer523@yahoo.com,Abena,Kim,invalid-phone,,2020-02-19,0
customer581@company.com,Kwame,Mensah,5551234567,united states,2020-02-19,0
customer528@gmail.com,Akosua,Asante,+1 (555) 123-4567,Asia,2020-02-19,1
customer146@company.com,Yaw,Boateng,,eu,2020-02-19,0
customer665@company.com,Maria,Smith,+1 (555) 123-4567,Asia Pacific,2020-02-20,0
customer303@gmail.com,José,Johnson,5551234567,europe,2020-02-20,0
customer619@yahoo.com,André,Williams,invalid-phone,APAC,2020-02-20,0
customer747@gmail.com,Léa,Brown,+1 (555) 123-4567,eu,2020-02-20,0
customer581@company.com,François,Jones,020 7946 0958,USA,2020-02-20,0
customer694@yahoo.com,Müller,Garcia,5551234567,eu,2020-02-20,0
customer761@company.com,O'Brien,Martínez,+81-3-1234-5678,eu,2020-02-21,0
customer227@company.com,John,Díaz,invalid-phone,US,2020-02-21,0
customer101@company.com,Jane,López,invalid-phone,us,2020-02-21,0
customer586@yahoo.com,Mike,González,invalid-phone,Asia,2020-02-21,0
customer416@company.com,Sarah,Wang,020 7946 0958,North America,2020-02-21,0
customer215@company.com,Alex,Kim,,EMEA,2020-02-21,1
customer406@yahoo.com,Chris,Mensah,+44 20 7946 0958,North America,2020-02-22,0
customer398@company.com,Ama,Asante,5551234567,united states,2020-02-22,0
customer714@gmail.com,Kofi,Boateng,555.123.4567,USA,2020-02-22,1
customer703@yahoo.com,Evans,Smith,5551234567,North America,2020-02-22,0
customer760@yahoo.com,Abena,Johnson,+81-3-1234-5678,North America,2020-02-22,0
customer498@gmail.com,Kwame,Williams,555.123.4567,North America,2020-02-22,0
customer753@gmail.com,Akosua,Brown,020 7946 0958,Asia,2020-02-23,0
customer464@company.com,Yaw,Jones,invalid-phone,us,2020-02-23,0
customer690@gmail.com,Maria,Garcia,5551234567,united states,2020-02-23,0
customer730@yahoo.com,José,Martínez,,united states,2020-02-23,0
customer81@gmail.com,André,Díaz,555.123.4567,Asia Pacific,2020-02-23,0
customer603@gmail.com,Léa,López,5551234567,EU,2020-02-23,1
customer686@company.com,François,González,+1 (555) 123-4567,europe,2020-02-24,0
customer750@gmail.com,Müller,Wang,invalid-phone,EMEA,2020-02-24,0
customer771@gmail.com,O'Brien,Kim,+1 (555) 123-4567,Europe,2020-02-24,1
customer364@yahoo.com,John,Mensah,+1 (555) 123-4567,North America,2020-02-24,0
customer162@gmail.com,Jane,Asante,+44 20 7946 0958,AP,2020-02-24,1
customer47@company.com,Mike,Boateng,5551234567,US,2020-02-24,0
customer510@gmail.com,Sarah,Smith,+81-3-1234-5678,North America,2020-02-25,0
customer328@yahoo.com,Alex,Johnson,invalid-phone,us,2020-02-25,0
customer115@yahoo.com,Chris,Williams,+1 (555) 123-4567,US,2020-02-25,0
customer336@gmail.com,Ama,Brown,+44 20 7946 0958,US,2020-02-25,0
customer736@yahoo.com,Kofi,Jones,+81-3-1234-5678,eu,2020-02-25,1
customer146@company.com,Evans,Garcia,invalid-phone,EU,2020-02-25,0
customer574@yahoo.com,Abena,Martínez,5551234567,APAC,2020-02-26,0
customer322@yahoo.com,Kwame,Díaz,invalid-phone,AP,2020-02-26,1
customer442@yahoo.com,Akosua,López,invalid-phone,Europe,2020-02-26,0
customer12@gmail.com,Yaw,González,+81-3-1234-5678,Asia Pacific,2020-02-26,0
customer493@yahoo.com,Maria,Wang,+1 (555) 123-4567,North America,2020-02-26,1
customer700@yahoo.com,José,Kim,555.123.4567,EMEA,2020-02-26,0
customer286@yahoo.com,André,Mensah,555.123.4567,EMEA,2020-02-27,0
customer719@company.com,Léa,Asante,5551234567,North America,2020-02-27,1
customer113@company.com,François,Boateng,+81-3-1234-5678,eu,2020-02-27,0
customer479@company.com,Müller,Smith,invalid-phone,US,2020-02-27,0
customer21@gmail.com,O'Brien,Johnson,020 7946 0958,N/A,2020-02-27,0
customer348@gmail.com,John,Williams,,eu,2020-02-27,0
customer725@company.com,Jane,Brown,020 7946 0958,USA,2020-02-28,1
customer682@yahoo.com,Mike,Jones,,EU,2020-02-28,0
customer565@yahoo.com,Sarah,Garcia,+81-3-1234-5678,europe,2020-02-28,0
customer319@yahoo.com,Alex,Martínez,020 7946 0958,,2020-02-28,0
customer125@company.com,Chris,Díaz,invalid-phone,Europe,2020-02-28,0
customer276@gmail.com,Ama,López,+44 20 7946 0958,AP,2020-02-28,0
customer203@company.com,Kofi,González,+44 20 7946 0958,Asia Pacific,2020-02-29,0
customer193@yahoo.com,Evans,Wang,+44 20 7946 0958,Asia,2020-02-29,0
customer680@company.com,Abena,Kim,+81-3-1234-5678,EMEA,2020-02-29,0
customer663@gmail.com,Kwame,Mensah,invalid-phone,N/A,2020-02-29,0
customer546@gmail.com,Akosua,Asante,invalid-phone,europe,2020-02-29,0
customer695@company.com,Yaw,Boateng,invalid-phone,us,2020-02-29,0
customer285@gmail.com,Maria,Smith,invalid-phone,Europe,2020-03-01,0
customer56@company.com,José,Johnson,555.123.4567,apac,2020-03-01,0
customer733@yahoo.com,André,Williams,555.123.4567,US,2020-03-01,0
customer302@company.com,Léa,Brown,555.123.4567,,2020-03-01,0
customer162@gmail.com,François,Jones,5551234567,North America,2020-03-01,0
customer18@gmail.com,Müller,Garcia,555.123.4567,us,2020-03-01,0
customer369@gmail.com,O'Brien,Martínez,,eu,2020-03-02,0
customer263@company.com,John,Díaz,invalid-phone,europe,2020-03-02,0
